age,annual_income,employment_length_years,home_ownership,credit_history_years,open_credit_lines,past_delinquencies_2yr,credit_utilization,loan_amount,loan_term_months,interest_rate,purpose,debt_to_income,payment_to_income,default
55,16796.0,9.4,RENT,32.7,5,0,0.375,7756.0,48,8.05,debt_consolidation,0.115,0.135,0
55,120142.0,2.0,RENT,35.5,6,0,0.312,5412.0,24,8.14,credit_card,0.023,0.024,0
42,58999.0,2.0,MORTGAGE,22.6,3,0,0.58,45895.0,36,8.73,credit_card,0.259,0.296,0
25,106953.0,12.0,MORTGAGE,3.2,8,0,0.26,7436.0,48,9.32,debt_consolidation,0.017,0.021,0
25,34788.0,5.7,RENT,4.2,4,0,0.279,10008.0,60,9.71,credit_card,0.058,0.073,0
41,69698.0,1.6,MORTGAGE,20.2,7,0,0.153,14644.0,36,10.81,debt_consolidation,0.07,0.082,0
34,56534.0,4.5,RENT,15.6,3,0,0.591,6773.0,48,4.0,other,0.03,0.032,0
36,81540.0,6.9,MORTGAGE,15.1,3,1,0.324,10433.0,60,5.72,credit_card,0.026,0.029,0
52,48200.0,1.5,MORTGAGE,27.0,4,1,0.397,16112.0,36,7.51,medical,0.111,0.125,0
49,68638.0,6.4,MORTGAGE,30.7,4,0,0.339,6720.0,36,7.38,debt_consolidation,0.033,0.036,0
57,94004.0,0.3,MORTGAGE,37.8,6,0,0.035,8292.0,48,9.45,medical,0.022,0.027,0
28,39121.0,2.2,MORTGAGE,7.9,3,0,0.187,7002.0,24,8.03,debt_consolidation,0.089,0.097,1
36,61152.0,6.7,MORTGAGE,14.5,6,0,0.458,20133.0,60,8.32,debt_consolidation,0.066,0.081,0
49,21080.0,1.0,MORTGAGE,30.7,4,0,0.301,27259.0,60,11.33,credit_card,0.259,0.34,0
45,76976.0,1.5,OWN,20.8,4,0,0.263,10719.0,24,10.11,other,0.07,0.077,0
58,143966.0,12.7,MORTGAGE,39.9,5,1,0.2,9563.0,24,11.91,credit_card,0.033,0.037,0
45,29079.0,6.7,OWN,21.2,7,0,0.043,4782.0,12,7.56,major_purchase,0.164,0.171,0
62,51757.0,4.1,MORTGAGE,43.9,8,0,0.457,6662.0,60,9.39,credit_card,0.026,0.032,0
46,84140.0,1.4,RENT,27.5,3,0,0.181,8913.0,24,5.12,medical,0.053,0.056,0
53,55034.0,2.5,MORTGAGE,30.2,5,0,0.414,37435.0,60,13.49,debt_consolidation,0.136,0.188,0
36,58838.0,5.1,OWN,12.1,4,1,0.061,23615.0,12,9.2,medical,0.401,0.422,0
40,44556.0,1.0,MORTGAGE,9.9,4,0,0.34,13848.0,36,8.59,debt_consolidation,0.104,0.118,0
51,43736.0,3.9,RENT,32.6,5,1,0.305,10984.0,36,10.53,major_purchase,0.084,0.098,0
59,51878.0,3.2,OWN,38.8,6,0,0.199,4070.0,36,8.18,credit_card,0.026,0.03,0
49,55317.0,3.9,MORTGAGE,30.8,7,0,0.165,6505.0,36,9.57,major_purchase,0.039,0.045,0
39,30010.0,0.7,MORTGAGE,20.5,8,0,0.231,14494.0,24,7.51,medical,0.241,0.261,1
57,52417.0,0.7,OWN,38.4,5,1,0.14,10926.0,48,12.92,debt_consolidation,0.052,0.067,0
18,118690.0,20.0,OWN,0.0,9,0,0.214,7923.0,60,12.06,debt_consolidation,0.013,0.018,0
23,43934.0,23.3,RENT,0.0,6,1,0.198,7557.0,36,10.84,small_business,0.057,0.067,0
48,29184.0,3.3,MORTGAGE,29.6,5,0,0.599,16710.0,48,8.46,debt_consolidation,0.143,0.169,0
40,50226.0,9.3,MORTGAGE,19.0,5,0,0.121,14713.0,36,10.05,debt_consolidation,0.098,0.114,0
47,37900.0,6.4,RENT,26.1,3,1,0.239,10628.0,60,10.71,debt_consolidation,0.056,0.073,0
41,27746.0,0.7,RENT,22.3,8,0,0.265,9415.0,48,7.71,major_purchase,0.085,0.099,0
47,58080.0,2.1,MORTGAGE,9.7,5,1,0.047,14231.0,36,8.83,credit_card,0.082,0.093,0
30,37982.0,2.3,MORTGAGE,10.7,5,1,0.223,10791.0,48,9.44,medical,0.071,0.086,0
47,39642.0,5.4,MORTGAGE,21.9,2,0,0.25,6987.0,24,7.43,small_business,0.088,0.095,0
52,58496.0,5.2,OWN,25.1,6,0,0.368,15953.0,60,7.18,credit_card,0.055,0.065,0
55,25170.0,15.4,RENT,28.1,1,0,0.387,6677.0,36,11.43,debt_consolidation,0.088,0.105,0
64,22679.0,9.4,MORTGAGE,41.8,3,0,0.069,15755.0,60,9.08,debt_consolidation,0.139,0.173,0
43,75768.0,11.7,RENT,24.1,5,0,0.397,13115.0,24,9.46,debt_consolidation,0.087,0.095,0
43,20632.0,13.3,MORTGAGE,24.6,4,2,0.115,9093.0,36,11.38,other,0.147,0.174,0
22,33245.0,9.7,OWN,1.5,8,0,0.211,2943.0,60,9.68,other,0.018,0.022,0
34,22028.0,2.4,MORTGAGE,14.7,6,0,0.169,3903.0,36,10.06,other,0.059,0.069,0
38,42486.0,1.5,MORTGAGE,14.7,7,1,0.318,13160.0,60,10.01,debt_consolidation,0.062,0.079,1
53,67106.0,5.1,MORTGAGE,30.9,2,1,0.109,4210.0,36,10.02,home_improvement,0.021,0.024,0
33,57306.0,7.0,MORTGAGE,14.0,5,2,0.209,19634.0,36,7.67,small_business,0.114,0.128,0
50,179142.0,2.9,OWN,31.9,3,1,0.262,3678.0,60,10.09,debt_consolidation,0.004,0.005,0
40,93289.0,11.3,RENT,21.2,4,0,0.603,8755.0,48,12.74,debt_consolidation,0.023,0.03,0
38,34010.0,19.4,RENT,17.5,3,0,0.141,9752.0,48,9.99,home_improvement,0.072,0.087,0
43,29776.0,5.1,MORTGAGE,24.8,5,0,0.531,28349.0,60,12.19,debt_consolidation,0.19,0.255,0
35,209681.0,3.7,MORTGAGE,13.8,6,0,0.235,18390.0,60,10.73,home_improvement,0.018,0.023,0
35,92160.0,11.1,MORTGAGE,13.7,9,0,0.081,5760.0,36,8.15,debt_consolidation,0.021,0.024,0
20,72743.0,0.1,MORTGAGE,1.4,6,1,0.726,22127.0,24,9.06,debt_consolidation,0.152,0.167,0
37,56242.0,0.8,MORTGAGE,16.3,5,0,0.111,13881.0,48,11.48,small_business,0.062,0.077,0
34,62116.0,11.2,MORTGAGE,13.2,6,1,0.587,6306.0,60,11.3,credit_card,0.02,0.027,0
34,25822.0,7.9,RENT,14.0,3,1,0.173,23579.0,48,6.33,other,0.228,0.259,0
45,58602.0,3.2,MORTGAGE,17.8,6,2,0.102,7141.0,36,8.18,major_purchase,0.041,0.046,0
48,56141.0,13.2,MORTGAGE,29.7,3,0,0.273,1657.0,48,7.29,home_improvement,0.007,0.009,0
43,34473.0,2.6,MORTGAGE,23.4,7,0,0.177,7253.0,48,7.4,debt_consolidation,0.053,0.061,0
52,41388.0,6.0,OWN,27.6,10,0,0.05,11367.0,48,6.97,debt_consolidation,0.069,0.079,0
47,115565.0,6.0,MORTGAGE,27.5,6,0,0.054,26525.0,60,9.78,other,0.046,0.058,0
36,50890.0,1.2,MORTGAGE,16.3,3,0,0.586,8180.0,60,8.17,debt_consolidation,0.032,0.039,0
34,152602.0,2.0,RENT,12.7,4,1,0.186,4588.0,48,8.48,major_purchase,0.008,0.009,0
44,22690.0,14.9,MORTGAGE,22.7,5,0,0.394,12737.0,36,13.02,credit_card,0.187,0.227,0
47,41728.0,1.2,RENT,28.9,6,1,0.542,8030.0,48,12.12,other,0.048,0.061,0
57,24993.0,1.1,OWN,37.2,4,0,0.06,23952.0,36,9.21,credit_card,0.319,0.367,0
54,29593.0,3.9,MORTGAGE,34.8,3,0,0.475,33817.0,36,10.51,credit_card,0.381,0.446,0
34,35807.0,0.6,MORTGAGE,13.0,7,0,0.448,2971.0,36,7.15,major_purchase,0.028,0.031,0
39,63428.0,13.5,RENT,18.6,4,0,0.15,9771.0,36,6.9,credit_card,0.051,0.057,0
48,61909.0,0.6,RENT,26.8,3,0,0.043,7842.0,12,6.51,major_purchase,0.127,0.131,0
53,38575.0,5.8,RENT,31.8,3,2,0.189,5991.0,60,10.42,debt_consolidation,0.031,0.04,0
51,17785.0,2.5,RENT,32.1,7,0,0.577,15167.0,24,6.98,major_purchase,0.426,0.458,0
39,113419.0,9.8,RENT,20.2,5,1,0.3,30627.0,36,7.16,major_purchase,0.09,0.1,0
25,46963.0,5.3,OWN,5.6,4,0,0.159,13620.0,60,10.75,home_improvement,0.058,0.075,0
28,31003.0,2.9,RENT,9.2,6,1,0.358,14241.0,36,7.65,debt_consolidation,0.153,0.172,0
43,62160.0,24.8,OWN,21.6,3,0,0.075,4968.0,48,9.35,debt_consolidation,0.02,0.024,0
44,60007.0,0.4,MORTGAGE,23.2,5,0,0.209,8330.0,36,10.18,small_business,0.046,0.054,0
27,46104.0,5.2,RENT,8.3,4,1,0.31,15077.0,60,7.13,major_purchase,0.065,0.078,0
41,58353.0,27.4,MORTGAGE,16.5,9,1,0.154,32117.0,24,10.0,debt_consolidation,0.275,0.305,0
48,30409.0,7.0,OWN,28.1,10,0,0.516,27943.0,36,8.34,debt_consolidation,0.306,0.347,0
26,79218.0,8.1,MORTGAGE,7.6,7,0,0.508,15558.0,60,9.55,debt_consolidation,0.039,0.05,0
53,32911.0,0.2,MORTGAGE,34.3,3,0,0.485,5740.0,36,7.06,debt_consolidation,0.058,0.065,0
35,40023.0,0.1,RENT,14.7,6,2,0.123,10729.0,36,10.21,debt_consolidation,0.089,0.104,0
55,74937.0,0.2,MORTGAGE,35.8,6,0,0.277,7456.0,36,6.68,credit_card,0.033,0.037,0
34,98911.0,28.8,RENT,10.3,1,0,0.39,10576.0,36,10.86,debt_consolidation,0.036,0.042,0
28,119717.0,23.3,OWN,8.0,6,0,0.048,18228.0,24,8.16,debt_consolidation,0.076,0.083,0
35,91849.0,2.4,OWN,9.6,8,1,0.234,7071.0,48,5.44,credit_card,0.019,0.021,0
39,46072.0,2.1,RENT,20.7,4,0,0.426,11644.0,36,12.59,debt_consolidation,0.084,0.102,0
35,25071.0,0.9,RENT,13.7,7,0,0.643,7012.0,12,8.86,home_improvement,0.28,0.293,0
37,109374.0,2.4,MORTGAGE,12.5,4,2,0.164,17929.0,24,8.2,debt_consolidation,0.082,0.089,0
44,107511.0,2.8,MORTGAGE,25.0,2,0,0.134,12964.0,48,11.7,credit_card,0.03,0.038,0
38,38716.0,8.3,MORTGAGE,19.6,2,0,0.16,15147.0,60,8.27,major_purchase,0.078,0.096,1
39,85870.0,12.1,MORTGAGE,19.2,4,0,0.419,21755.0,60,8.33,major_purchase,0.051,0.062,0
19,45886.0,8.2,MORTGAGE,0.0,4,2,0.022,9966.0,36,9.43,debt_consolidation,0.072,0.083,0
45,114765.0,6.2,OWN,24.0,5,0,0.044,5496.0,12,9.52,home_improvement,0.048,0.05,0
39,41880.0,8.7,RENT,17.9,6,0,0.132,18181.0,36,10.49,home_improvement,0.145,0.169,0
59,145703.0,8.0,MORTGAGE,37.7,7,1,0.594,14314.0,48,10.42,medical,0.025,0.03,0
29,80263.0,3.9,MORTGAGE,10.9,3,3,0.405,9260.0,60,12.58,credit_card,0.023,0.031,1
18,133089.0,2.5,MORTGAGE,0.0,6,3,0.377,11430.0,48,8.77,credit_card,0.021,0.026,0
47,42963.0,2.0,MORTGAGE,28.8,9,2,0.157,7858.0,24,10.12,credit_card,0.091,0.101,0
44,66338.0,6.8,RENT,24.9,3,0,0.164,12758.0,24,10.0,debt_consolidation,0.096,0.106,0
28,33368.0,19.2,MORTGAGE,4.8,4,0,0.385,7600.0,48,8.64,other,0.057,0.068,0
22,82619.0,5.2,MORTGAGE,0.8,8,0,0.228,10950.0,36,7.71,credit_card,0.044,0.05,0
58,84925.0,14.6,RENT,23.7,5,0,0.03,7689.0,24,7.64,major_purchase,0.045,0.049,0
57,179604.0,0.1,OWN,38.4,5,1,0.093,17115.0,24,11.3,major_purchase,0.048,0.053,0
18,68942.0,9.5,MORTGAGE,0.0,1,1,0.362,12668.0,60,9.55,small_business,0.037,0.046,0
35,77812.0,11.5,RENT,12.0,5,1,0.159,8933.0,36,6.36,credit_card,0.038,0.042,0
60,42812.0,6.0,OWN,41.3,4,0,0.182,11655.0,24,9.59,major_purchase,0.136,0.15,0
34,71018.0,16.3,MORTGAGE,15.5,11,1,0.312,4605.0,48,7.5,credit_card,0.016,0.019,0
34,44804.0,5.3,RENT,14.3,7,0,0.207,4762.0,24,5.73,credit_card,0.053,0.056,0
37,57408.0,1.7,OWN,17.5,4,0,0.755,8081.0,36,9.82,credit_card,0.047,0.054,0
27,59116.0,1.5,MORTGAGE,0.0,4,0,0.28,6848.0,24,6.42,debt_consolidation,0.058,0.062,0
20,45426.0,4.9,RENT,0.2,1,1,0.318,6008.0,48,9.57,debt_consolidation,0.033,0.04,1
53,55909.0,14.2,RENT,29.1,11,0,0.153,4535.0,12,8.18,debt_consolidation,0.081,0.085,0
18,44907.0,0.5,MORTGAGE,0.0,1,1,0.384,9450.0,36,10.06,other,0.07,0.082,1
43,44808.0,5.6,MORTGAGE,24.5,8,1,0.492,8600.0,36,4.74,debt_consolidation,0.064,0.069,0
51,92812.0,8.8,OWN,29.2,0,0,0.143,6107.0,36,7.17,home_improvement,0.022,0.024,0
23,59143.0,0.7,RENT,4.0,4,1,0.358,10884.0,60,11.1,medical,0.037,0.048,0
29,64443.0,0.7,RENT,10.7,7,1,0.506,19049.0,12,8.99,major_purchase,0.296,0.31,0
55,26143.0,2.7,MORTGAGE,30.8,8,0,0.707,5326.0,36,10.09,credit_card,0.068,0.079,0
46,66952.0,1.9,MORTGAGE,27.0,5,1,0.402,22054.0,12,6.95,small_business,0.329,0.342,0
33,70630.0,1.3,RENT,13.7,5,1,0.565,3784.0,60,9.08,debt_consolidation,0.011,0.013,0
54,44393.0,1.3,MORTGAGE,34.8,4,1,0.271,11032.0,36,12.09,medical,0.083,0.099,0
54,153663.0,0.8,OWN,35.3,4,1,0.443,20979.0,48,12.52,other,0.034,0.044,0
43,17247.0,5.7,RENT,23.3,1,0,0.034,18187.0,12,11.57,small_business,1.055,1.122,0
29,80192.0,7.0,RENT,9.3,7,1,0.306,13197.0,36,9.58,debt_consolidation,0.055,0.063,0
35,77374.0,7.3,RENT,15.4,8,1,0.181,15026.0,60,7.93,credit_card,0.039,0.047,0
43,71025.0,4.6,MORTGAGE,17.6,4,0,0.069,11415.0,36,5.01,credit_card,0.054,0.058,0
38,59166.0,18.3,MORTGAGE,18.8,3,1,0.65,9998.0,48,7.52,home_improvement,0.042,0.049,0
51,71349.0,12.7,OWN,32.9,3,0,0.116,7424.0,48,10.75,credit_card,0.026,0.032,0
22,83624.0,19.0,RENT,3.4,3,0,0.639,7995.0,36,6.08,major_purchase,0.032,0.035,0
22,37686.0,3.0,RENT,0.2,4,1,0.207,14043.0,36,7.34,debt_consolidation,0.124,0.139,0
42,62919.0,12.6,MORTGAGE,21.3,5,0,0.232,7930.0,48,5.85,medical,0.032,0.035,0
34,49431.0,8.6,MORTGAGE,6.9,8,2,0.539,8993.0,36,8.78,major_purchase,0.061,0.069,0
32,31355.0,2.5,RENT,10.4,8,0,0.424,16606.0,24,7.56,debt_consolidation,0.265,0.286,0
19,77543.0,0.7,MORTGAGE,0.4,5,0,0.148,7785.0,36,7.65,small_business,0.033,0.038,0
40,40856.0,6.9,RENT,21.6,7,0,0.186,10338.0,36,11.47,credit_card,0.084,0.1,0
39,25619.0,0.9,RENT,18.8,2,0,0.694,9557.0,36,8.31,debt_consolidation,0.124,0.141,0
48,41376.0,2.1,RENT,26.7,2,0,0.24,11205.0,24,10.86,debt_consolidation,0.135,0.151,0
41,36336.0,4.2,MORTGAGE,22.5,6,0,0.101,4728.0,36,9.07,debt_consolidation,0.043,0.05,0
38,90603.0,6.8,RENT,17.2,8,0,0.511,10053.0,36,9.17,debt_consolidation,0.037,0.042,0
54,58489.0,15.6,MORTGAGE,30.0,4,1,0.216,13903.0,36,8.0,credit_card,0.079,0.089,0
24,108141.0,5.4,OWN,2.1,4,0,0.339,11063.0,36,9.4,home_improvement,0.034,0.039,0
46,38821.0,6.7,RENT,24.7,1,0,0.212,8819.0,12,9.17,credit_card,0.227,0.239,0
20,83875.0,2.2,RENT,0.0,5,0,0.225,10056.0,36,9.65,home_improvement,0.04,0.046,0
30,224092.0,7.0,RENT,11.7,5,0,0.584,6028.0,36,7.99,debt_consolidation,0.009,0.01,0
25,64732.0,3.5,MORTGAGE,6.3,5,0,0.621,28266.0,36,6.07,debt_consolidation,0.146,0.16,0
49,83352.0,11.7,RENT,30.9,5,1,0.345,38568.0,36,9.74,home_improvement,0.154,0.178,0
39,76631.0,3.0,RENT,20.5,5,1,0.278,12401.0,48,9.63,home_improvement,0.04,0.049,1
40,26608.0,3.8,MORTGAGE,14.7,6,0,0.081,14456.0,48,6.63,major_purchase,0.136,0.155,0
27,72614.0,3.4,MORTGAGE,8.2,2,0,0.189,7509.0,60,8.12,other,0.021,0.025,0
36,63147.0,10.0,MORTGAGE,14.7,5,0,0.304,32382.0,36,9.76,debt_consolidation,0.171,0.198,0
31,47578.0,18.4,RENT,9.5,3,0,0.231,5587.0,24,8.23,credit_card,0.059,0.064,0
45,34821.0,2.4,RENT,23.9,5,1,0.444,12677.0,36,9.34,major_purchase,0.121,0.14,0
28,76649.0,3.9,RENT,7.6,6,1,0.143,21130.0,48,12.02,medical,0.069,0.087,0
56,33316.0,7.3,RENT,36.0,5,2,0.105,28794.0,48,9.16,home_improvement,0.216,0.259,0
20,157444.0,13.5,MORTGAGE,0.4,5,0,0.189,7156.0,24,13.99,small_business,0.023,0.026,0
30,57359.0,4.1,MORTGAGE,4.5,4,4,0.162,13434.0,36,7.97,credit_card,0.078,0.088,0
60,29388.0,0.7,MORTGAGE,42.0,4,0,0.085,6608.0,60,11.25,other,0.045,0.059,0
35,41898.0,2.8,RENT,16.8,3,0,0.477,6783.0,36,7.87,credit_card,0.054,0.061,0
24,47143.0,4.8,MORTGAGE,4.0,7,0,0.428,7893.0,24,7.5,credit_card,0.084,0.09,0
43,180988.0,3.2,OWN,23.8,4,0,0.047,30019.0,36,4.87,debt_consolidation,0.055,0.06,0
34,34812.0,1.2,MORTGAGE,14.4,3,0,0.627,15168.0,12,9.65,small_business,0.436,0.459,1
30,51118.0,0.2,MORTGAGE,0.0,7,0,0.494,7297.0,12,11.7,credit_card,0.143,0.152,0
27,41402.0,7.0,RENT,4.5,3,0,0.416,16974.0,36,10.24,debt_consolidation,0.137,0.159,0
73,69538.0,29.5,MORTGAGE,48.7,4,1,0.545,7152.0,24,7.39,major_purchase,0.051,0.055,0
37,41733.0,15.1,MORTGAGE,17.6,9,1,0.324,8840.0,60,7.73,debt_consolidation,0.042,0.051,0
18,30653.0,6.9,MORTGAGE,0.0,7,1,0.198,32088.0,36,10.27,debt_consolidation,0.349,0.407,0
58,49136.0,11.1,MORTGAGE,35.6,2,2,0.285,43223.0,36,8.18,debt_consolidation,0.293,0.332,0
47,46644.0,1.8,RENT,24.1,9,0,0.421,6390.0,36,8.26,other,0.046,0.052,0
31,40291.0,5.8,MORTGAGE,10.6,5,1,0.373,20943.0,12,9.8,credit_card,0.52,0.548,0
29,41382.0,0.4,MORTGAGE,4.2,8,0,0.358,19062.0,60,5.89,credit_card,0.092,0.107,0
48,97963.0,7.4,MORTGAGE,19.7,3,1,0.262,17927.0,36,8.63,credit_card,0.061,0.069,0
37,46172.0,21.0,OWN,17.1,4,0,0.178,6938.0,60,9.64,home_improvement,0.03,0.038,0
18,30728.0,11.8,OWN,0.0,5,0,0.108,23701.0,48,8.23,debt_consolidation,0.193,0.227,0
61,42999.0,4.6,MORTGAGE,40.8,6,1,0.099,7849.0,60,7.65,major_purchase,0.037,0.044,1
35,55668.0,9.3,RENT,3.3,4,0,0.489,12661.0,48,5.66,debt_consolidation,0.057,0.064,0
58,27774.0,17.3,MORTGAGE,39.0,5,0,0.557,16184.0,24,7.69,debt_consolidation,0.291,0.315,0
55,122148.0,1.5,RENT,34.1,6,0,0.701,7541.0,36,6.59,other,0.021,0.023,0
28,83599.0,9.5,MORTGAGE,6.4,9,0,0.161,8831.0,24,10.06,home_improvement,0.053,0.059,0
52,110756.0,1.9,MORTGAGE,33.3,1,1,0.206,3124.0,60,8.51,home_improvement,0.006,0.007,0
32,65911.0,12.6,MORTGAGE,11.3,7,0,0.086,6393.0,36,4.55,credit_card,0.032,0.035,0
18,19018.0,0.6,MORTGAGE,0.0,6,1,0.096,13848.0,36,6.93,small_business,0.243,0.27,0
35,116736.0,1.2,RENT,11.2,3,0,0.318,13738.0,60,9.71,major_purchase,0.024,0.03,0
45,35179.0,7.7,RENT,23.2,6,0,0.225,9853.0,48,12.08,medical,0.07,0.089,0
34,36640.0,1.2,MORTGAGE,10.7,5,0,0.205,29864.0,36,10.46,debt_consolidation,0.272,0.318,0
36,58581.0,1.0,RENT,17.3,6,0,0.065,7450.0,48,8.51,other,0.032,0.038,0
54,107917.0,4.9,RENT,35.9,2,0,0.437,45515.0,60,8.07,debt_consolidation,0.084,0.103,0
41,91734.0,10.8,RENT,17.3,6,0,0.305,7545.0,24,7.03,credit_card,0.041,0.044,0
30,85233.0,1.9,RENT,10.5,6,0,0.248,7916.0,48,11.49,credit_card,0.023,0.029,0
48,46355.0,11.0,RENT,29.4,1,0,0.214,18846.0,12,11.41,medical,0.407,0.432,0
42,45991.0,9.9,RENT,23.7,8,4,0.297,1795.0,48,8.74,credit_card,0.01,0.012,0
18,64407.0,5.2,RENT,0.0,3,0,0.131,8872.0,60,10.28,debt_consolidation,0.028,0.035,1
45,50765.0,6.2,OWN,26.5,5,1,0.201,8673.0,36,6.97,debt_consolidation,0.057,0.063,0
45,84513.0,0.2,RENT,24.5,2,1,0.156,25562.0,36,8.81,small_business,0.101,0.115,0
40,82048.0,2.7,MORTGAGE,18.1,4,1,0.143,10438.0,24,8.85,credit_card,0.064,0.07,0
51,72815.0,1.8,MORTGAGE,30.7,11,0,0.259,20363.0,12,8.65,medical,0.28,0.293,0
32,15322.0,1.0,RENT,7.0,6,1,0.267,5530.0,12,9.07,debt_consolidation,0.361,0.379,0
44,57757.0,3.0,RENT,25.5,2,0,0.175,6513.0,48,5.47,debt_consolidation,0.028,0.031,0
21,51307.0,2.6,RENT,1.0,4,0,0.222,5868.0,36,9.64,debt_consolidation,0.038,0.044,0
45,58925.0,7.8,OWN,26.5,4,0,0.27,13287.0,48,6.08,other,0.056,0.064,1
63,37154.0,5.5,OWN,38.7,4,1,0.245,12958.0,36,9.24,debt_consolidation,0.116,0.134,0
28,27934.0,14.7,RENT,1.9,3,1,0.268,7371.0,24,5.65,credit_card,0.132,0.14,1
31,68293.0,0.9,OWN,11.5,3,0,0.361,9916.0,60,11.49,credit_card,0.029,0.038,0
31,45336.0,0.4,MORTGAGE,11.9,2,0,0.075,17118.0,24,13.25,major_purchase,0.189,0.216,0
42,72211.0,4.6,RENT,23.0,5,2,0.464,11748.0,12,12.42,other,0.163,0.174,0
27,38737.0,0.0,MORTGAGE,3.1,7,0,0.41,4415.0,24,10.49,other,0.057,0.063,0
45,109969.0,9.3,OWN,23.6,5,0,0.283,13132.0,60,8.0,debt_consolidation,0.024,0.029,0
50,89369.0,4.2,OWN,25.6,4,0,0.36,6112.0,60,7.56,other,0.014,0.016,0
46,62844.0,4.0,RENT,27.6,5,0,0.203,24530.0,48,11.4,credit_card,0.098,0.122,0
19,48696.0,2.7,OWN,0.0,6,1,0.15,8527.0,36,11.32,credit_card,0.058,0.069,0
52,82968.0,2.8,MORTGAGE,30.6,5,1,0.182,9345.0,36,9.61,credit_card,0.038,0.043,0
51,65925.0,3.4,RENT,26.2,8,0,0.356,8365.0,36,5.2,debt_consolidation,0.042,0.046,0
50,61040.0,0.1,RENT,30.6,6,1,0.537,13770.0,24,11.68,credit_card,0.113,0.127,1
44,91257.0,0.5,MORTGAGE,24.9,3,0,0.475,13130.0,48,7.82,small_business,0.036,0.042,0
43,110555.0,4.2,MORTGAGE,17.7,3,0,0.474,7949.0,48,5.46,medical,0.018,0.02,0
52,28964.0,1.0,OWN,33.9,1,0,0.195,17007.0,24,13.37,other,0.294,0.336,0
63,32042.0,9.1,MORTGAGE,43.0,5,0,0.144,7641.0,48,9.77,other,0.06,0.072,0
29,36676.0,1.9,RENT,9.2,2,1,0.227,5792.0,36,11.74,debt_consolidation,0.053,0.063,0
53,25560.0,0.6,RENT,34.5,7,0,0.14,13250.0,24,7.68,credit_card,0.259,0.28,0
39,52503.0,1.6,RENT,19.5,8,0,0.294,15060.0,48,7.88,debt_consolidation,0.072,0.084,0
38,73135.0,2.7,MORTGAGE,16.2,6,0,0.576,2902.0,24,5.69,home_improvement,0.02,0.021,0
22,53599.0,0.2,RENT,2.6,2,0,0.222,5791.0,48,7.74,other,0.027,0.031,1
37,41479.0,0.9,RENT,17.9,5,0,0.121,19207.0,60,10.19,debt_consolidation,0.093,0.119,0
28,95152.0,2.3,MORTGAGE,5.4,3,2,0.178,16248.0,36,6.24,credit_card,0.057,0.063,0
34,58121.0,2.2,MORTGAGE,2.5,5,0,0.118,33181.0,36,9.24,debt_consolidation,0.19,0.219,0
27,64311.0,9.7,RENT,4.5,6,0,0.223,4591.0,36,10.92,home_improvement,0.024,0.028,0
35,96483.0,11.1,OWN,11.4,8,0,0.242,5445.0,60,10.3,major_purchase,0.011,0.014,0
35,50939.0,1.3,RENT,8.6,1,0,0.379,24586.0,60,8.86,medical,0.097,0.12,0
41,151768.0,0.8,RENT,18.1,5,0,0.516,9277.0,36,9.69,credit_card,0.02,0.024,0
21,43308.0,6.0,MORTGAGE,0.0,6,1,0.061,17996.0,36,8.22,credit_card,0.139,0.157,0
23,147116.0,9.8,OWN,0.9,7,0,0.227,7736.0,24,8.62,small_business,0.026,0.029,0
44,33277.0,19.9,RENT,22.8,8,0,0.474,7036.0,48,6.31,other,0.053,0.06,0
30,70175.0,0.0,RENT,8.5,8,0,0.37,10999.0,48,7.48,home_improvement,0.039,0.045,0
53,39290.0,3.2,MORTGAGE,28.1,5,2,0.33,18470.0,24,10.67,other,0.235,0.262,0
43,94824.0,7.9,RENT,21.6,3,0,0.407,6553.0,36,9.66,small_business,0.023,0.027,0
47,42654.0,10.6,RENT,24.7,7,0,0.401,8554.0,24,13.19,other,0.1,0.115,0
57,62657.0,0.4,MORTGAGE,38.3,6,0,0.374,11994.0,48,5.6,medical,0.048,0.054,1
36,39133.0,6.8,RENT,10.7,2,0,0.205,6674.0,36,7.2,home_improvement,0.057,0.063,0
33,86562.0,2.0,OWN,13.2,7,0,0.264,40653.0,12,9.24,debt_consolidation,0.47,0.493,0
50,39032.0,0.5,RENT,31.5,4,0,0.242,15165.0,36,9.46,credit_card,0.13,0.149,1
46,125707.0,4.0,RENT,23.2,5,1,0.196,13789.0,36,8.19,major_purchase,0.037,0.041,0
38,32925.0,1.0,OWN,18.7,7,2,0.561,7331.0,36,6.25,debt_consolidation,0.074,0.082,0
57,27645.0,8.0,MORTGAGE,38.4,6,0,0.172,8869.0,60,5.94,credit_card,0.064,0.074,0
37,87184.0,8.1,OWN,18.1,5,0,0.353,6258.0,24,7.14,other,0.036,0.039,0
40,40303.0,11.1,RENT,21.9,10,0,0.174,16414.0,24,9.5,debt_consolidation,0.204,0.224,0
40,53981.0,2.8,OWN,21.7,4,0,0.414,9567.0,36,8.77,medical,0.059,0.067,0
29,46114.0,0.1,RENT,8.3,6,1,0.274,5786.0,36,9.55,small_business,0.042,0.048,0
41,28105.0,1.8,RENT,17.0,7,0,0.32,4336.0,36,10.4,medical,0.051,0.06,0
57,52130.0,3.8,RENT,37.2,5,0,0.41,3650.0,48,5.47,debt_consolidation,0.018,0.02,0
45,101972.0,7.1,RENT,24.0,5,0,0.259,3902.0,60,8.62,home_improvement,0.008,0.009,0
